id	desc
a11769	ASCORBIC ACID; BIOTIN; FOLIC ACID; VITAMIN B COMPLEX; ZINC
a50000	UNDETERMINED
a50035	ACETONE
a50155	ALUMINUM PHOSPHATE
a50190	AMINOACETIC ACID
a50235	AMMONIA SPIRIT AROMATIC
a50290	ANISE OIL
a50446	AZLOCILLIN SODIUM
a50613	BILE SALTS
a50635	BISMUTH ANTI-DIARRHEA
a50675	BROMELAINS
a50770	CALCIUM REPLACEMENT
a50811	CALCIUM DIAGNOSTIC
a50860	CANTHARIDIN
a50890	CARBAZOCHROME
a51010	CERIUM OXALATE
a51030	CHERRY SYRUP
a51070	CHLOROALLYHEXAMINIUM CHLORIDE
a51185	CHOLESTEROL
a51209	CHROMIUM
a51320	COCILLANA
a51325	COCOA BUTTER
a51330	COCONUT OIL
a51375	COLLODION
a51390	CONTACT LENS SOLUTION
a51415	COTTONSEED OIL
a51425	CRESOL
a51460	CYCLACILLIN
a51475	CYCLOMETHYCAINE
a51495	CYCLOTHIAZIDE
a51545	DANTHRON
a51675	DEXTROSE
a51740	DIETARY SUPPLEMENT
a51817	DIMETHICONE
a52023	ELECTROLYTES
a52024	ENCAINIDE
a52025	EMETINE
a52060	ERYTHRITYL TETRANITRATE
a52125	ETHOPROPAZINE
a52170	ETHYLNOREPINEPHRINE
a52190	EUCALYPTUS OIL
a52300	FLUMETHASONE
a52358	FOOD SUPPLEMENT
a52395	GELATIN
a52475	GOLD SODIUM ERENE
a52535	HAMAMELIS WATER
a52565	HEXAFLUORENIUM
a52590	HEXYLCAINE
a52640	HYDROCHLORIC ACID
a52755	INDIGOINDISULFONATE
a52775	INFANT FORMULA
a52794	INTERFERON ALFA
a52845	IODOCHLORHYDROXYQUIN
a52885	IRON PREPARATIONS
a52968	KELP
a52973	L-TRYPTOPHANE
a52990	LACTOSE
a53010	LAVENDER OIL
a53025	LEMON OIL
a53030	LEUCINE
a53045	LEVODESOXYEPHEDRINE
a53105	LINSEED OIL
a53155	LYPRESSIN
a53175	MAGNESIUM ANTACIDS
a53298	MEGLUMINE
a53315	MENINGOCOCCAL VACCINE
a53375	MERBROMIN
a53380	MERCAPTOMERIN
a53490	METHANDRIOL
a53500	METHANTHELINE
a53615	METHYL ALCOHOL
a53718	MILK SOLIDS NONFAT
a53723	MINERALS
a53735	MITHRAMYCIN
a53753	MOLYBDENUM
a53940	NITROGEN
a54015	OINTMENT HYDROPHILIC
a54020	OLEANDOMYCIN
a54030	OLIVE OIL
a54148	OXYQUINOLONE
a54175	PANTOTHENIC ACID
a54193	PARAFFIN
a54275	PENTAERYTHRITOL
a54325	PERTUSSIS IMMUNE GLOBULIN
a54445	PHENYLALANINE
a54535	PLACEBO
a54545	PLANTAGO SEED
a54555	PNEUMOCOCCAL VACCINE
a54565	POISON IVY EXTRACT
a54575	POLIO VACCINE
a54585	POLLEN ANTIGEN
a54650	POTASSIUM CARBONATE
a54655	POTASSIUM REPLACEMENT SOLUTIONS
a54705	POTASSIUM HYDROXIDE
a54730	POTASSIUM PERMANGANATE
a54735	POTASSIUM ACIDIFYING
a54740	POTASSIUM SODIUM TARTRATE
a54760	PRAZEPAM
a54895	PROPYLENE GLYCOL
a54920	PROTEIN HYDROLSATE
a54922	PROTEIN SUPPLEMENT
a55061	RACEMETHIONINE
a55115	RINGERS LACTATED
a55120	ROSA GALLICA EXTRACT
a55125	ROSE WATER
a55135	RUTIN
a55140	SACCHARIN
a55145	SAFFLOWER OIL
a55168	SARALASIN
a55210	SESAME OIL
a55215	SILICIC ACID
a55218	SILICONE
a55260	ANTIVENIN SNAKE BITE
a55265	SOAP
a55305	SODIUM CACODYLATE
a55310	SODIUM CARBONATE
a55330	SODIUM FLUORIDE
a55335	SODIUM GLUTAMATE
a55380	SODIUM PERBORATE
a55400	SODIUM SUCCINATE
a55440	SOYBEAN OIL
a55505	STRYCHNINE
a55510	SUCCINLYCHOLINE
a55520	SUCROSE
a55535	SULFACYTINE
a55605	SULFOXONE SODIUM
a55623	SURFACTANT
a55645	TALC
a55815	THYMOL
a55978	TRILOSTANE
a56198	VITAMIN K
a56214	WHEAT GERM
a56265	ZINC TOPICAL AGENTS, EXTERNAL USE
a56275	ZOMEPIRAC
a56340	VITAMIN B
a56345	VITAMIN B COMPLEX
a56580	POLOXAMER 188
a56615	RETINOIC ACID
a56685	THYPOID VACCINE
a56740	INTERFERON BETA
a56765	TICONAZOLE
a56800	SODIUM TETRABORATE DECAHYDRATE
a57001	BLOOD SUGAR DIAGNOSTIC
a57014	ERYTHROPOIETIN
a57024	MAGNESIUM ION
a57034	PHOSPHORUS
a57050	HYDROACTIVE DRESSING
a57052	DIDEOXYCYTIDINE
a57092	RECOMBINANT HUMAN DEOXYRIBONUCLEASE
a57144	GLIBENCLAMIDE
a57154	CD4
a57158	TECHNETIUM
a57166	PROTEIN
a57194	HYPERTONIC SALINE
a57204	HEPATITIS C VACCINE
a57210	QUERCETIN
a59603	HEPATITIS VACCINE
a59611	THYROID STIMULATING HORMONE
a59615	SOMATOSTATIN
a59632	DEHYDROEPIANDROSTERENE
a59717	ANDROGENS
a59729	MELARSOPROL
a59742	POLOXAMER
a59812	DOMPERIDONE
a59813	FOLLITROPIN BETA
a59814	FOLLITROPIN ALPHA
a59835	RECOMBINANT HUMAN INTERLEUKIN ELEVEN
a59841	GRAPESEED
a59842	TROVAFLOXACIN; ALTROFLOXAVIN
a70009	HYALURONIC ACID
a70010	SEROTONIN
a70038	PETROLEUM
a70048	OIL OF EVENING PRIMROSE
a70071	DOCOSAHEXAENOIC ACID
a70105	HAWTHORN
a70113	PERINDOPRIL ERBUMINE
a70116	SOY
a70123	BISMUTH
a70159	SILVER
a70199	MAGNESIUM GLYCINATE
a70203	RACEMIC EPINEPHRINE
a70204	ACEMANNAN
a70223	FERRIMIN
a70271	SPIRULINA
a70295	PUMPKIN SEED OIL
a70327	ISOFLAVONES
a70347	ANTITHYMOCYTE GLOBULIN
a70385	SILYBUM
a70414	HYDROCOLLOID GEL
a70461	GUGGULSTERONES
a70467	BENZYDAMINE
a70468	SURAMIN
a70479	BORAGE OIL
a70480	ALPHA LIPOICACID
a70484	CARBOXYMETHYLCELLULOSE SODIUM
a70491	HYOSCYNAMINE SULFATE
a70521	GRIFFONIA SIMPLICIFOLIA
a70546	CARNOSINE
a70607	OXYQUINOLONE SULFATE
a70699	LYCOPENE
a70700	GAMMA LINOLENIC ACID
a70725	ASPARTAME
a70732	EPIDURAL
a70743	CLODRONATE DISODIUM
a70747	PROLINE
a70756	LAVOLTIDINE
a70759	ALFALFA
a70795	L-GLUTAMINE
a70799	MAGNESIUM
a70832	OAT BRAN
a70836	GAMMA-AMINOBUTRYIC ACID
a70842	CALCIUM-SODIUM ALGINATE FIBE
a70859	BOVINE COLOSTRUM
a70864	WHEY PROTEIN ISOLATE
a70886	IRON
a70887	ALGINATE
a70891	HYDROGEL
a70892	SILICONE (LIQUID)
a70902	L-HOMOCYSTEINE THIOLACTONE
a70904	ASTRAGALUS
a70947	BETADEX
a70964	PARATHYROID
a70971	MCT OIL
a70973	POLYDIMETHYLSILOXANE
a70979	S-ADENOSYL-L
a70982	SWEET-EASE
a70987	SQUARIC ACID
a70996	PREGNENOLONE
a70998	ACETYLSALICYLIC ACID
a71002	FLOXACILLIN
a71008	TECHNETIUM TC 99M MERTIATIDE INJECTION
a71019	GLUCAN
a71021	HISTERLIN
a71022	THERAPEUTICSRADIOPHARMACEUTICALS
a71030	SOREFENIB
a71037	POLY-LACTIC ACID
a71048	FLUZINAMIDE
a71058	D-RIBOSE
a71066	DEFLAZACORT
c00002	AMEBICIDES
c00004	ANTIFUNGALS
c00007	ANTIVIRAL AGENTS
c00009	CEPHALOSPORINS
c00012	MISCELLANEOUS ANTIBIOTICS
c00014	QUINOLONES
c00015	SULFONAMIDES
c00017	URINARY ANTIINFECTIVES
c00018	AMINOGLYCOSIDES
c00025	MISCELLANEOUS ANTINEOPLASTICS
c00026	MITOTIC INHIBITORS
c00027	RADIOPHARMACEUTICALS
c00028	BIOLOGICALS
c00030	ANTITOXINS AND ANTIVENINS
c00033	IMMUNE GLOBULINS
c00039	MISCELLANEOUS BIOLOGICALS
c00040	CARDIOVASCULAR AGENTS
c00042	ANGIOTENSIN CONVERTING ENZYME INHIBITORS
c00045	ANTIANGINAL AGENTS
c00046	ANTIARRHYTHMIC AGENTS
c00048	CALCIUM CHANNEL BLOCKING AGENTS
c00049	DIURETICS
c00051	MISCELLANEOUS CARDIOVASCULAR AGENTS
c00052	PERIPHERAL VASODILATORS
c00053	VASODILATORS
c00054	VASOPRESSORS
c00055	ANTIHYPERTENSIVE COMBINATIONS
c00057	CENTRAL NERVOUS SYSTEM AGENTS
c00058	ANALGESICS
c00059	MISCELLANEOUS ANALGESICS
c00060	NARCOTIC ANALGESICS
c00061	NONSTEROIDAL ANTI-INFLAMMATORY AGENTS
c00065	ANTIEMETIC; ANTIVERTIGO AGENTS
c00067	ANXIOLYTICS, SEDATIVES, AND HYPNOTICS
c00070	MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS
c00071	CNS STIMULANTS
c00072	GENERAL ANESTHETICS
c00076	MISCELLANEOUS ANTIDEPRESSANTS
c00077	MISCELLANEOUS ANTIPSYCHOTIC AGENTS
c00080	MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS
c00082	ANTICOAGULANTS
c00085	MISCELLANEOUS COAGULATION MODIFIERS
c00087	GASTROINTESTINAL AGENTS
c00088	ANTACIDS
c00089	ANTICHOLINERGICS; ANTISPASMODICS
c00090	ANTIDIARRHEALS
c00091	DIGESTIVE ENZYMES
c00095	LAXATIVES
c00096	MISCELLANEOUS GI AGENTS
c00097	HORMONES; HORMONE MODIFIERS
c00098	ADRENAL CORTICAL STEROIDS
c00099	ANTIDIABETIC AGENTS
c00100	MISCELLANEOUS HORMONES
c00102	CONTRACEPTIVES
c00103	THYROID DRUGS
c00105	MISCELLANEOUS AGENTS
c00107	CHELATING AGENTS
c00109	LOCAL INJECTABLE ANESTHETICS
c00110	MISCELLANEOUS UNCATEGORIZED AGENTS
c00112	RADIOCONTRAST AGENTS
c00115	NUTRITIONAL PRODUCTS
c00117	MINERALS AND ELECTROLYTES
c00118	ORAL NUTRITIONAL SUPPLEMENTS
c00119	VITAMINS
c00120	VITAMIN AND MINERAL COMBINATIONS
c00123	ANTIHISTAMINES
c00124	ANTITUSSIVES
c00127	DECONGESTANTS
c00129	MISCELLANEOUS RESPIRATORY AGENTS
c00131	ANTIASTHMATIC COMBINATIONS
c00132	UPPER RESPIRATORY COMBINATIONS
c00133	TOPICAL AGENTS
c00135	ANTISEPTIC AND GERMICIDES
c00136	DERMATOLOGICAL AGENTS
c00137	TOPICAL ANTI-INFECTIVES
c00138	TOPICAL STEROIDS
c00139	TOPICAL ANESTHETICS
c00140	MISCELLANEOUS TOPICAL AGENTS
c00143	TOPICAL ACNE AGENTS
c00146	MOUTH AND THROAT PRODUCTS
c00156	THIAZIDE DIURETICS
c00163	OPHTHALMIC ANTI-INFECTIVES
c00164	OPHTHALMIC GLAUCOMA AGENTS
c00168	OPHTHALMIC LUBRICANTS AND IRRIGATIONS
c00169	MISCELLANEOUS OPHTHALMIC AGENTS
c00172	MISCELLANEOUS OTIC AGENTS
c00174	MISCELLANEOUS ANTIHYPERLIPIDEMIC AGENTS
c00177	MISCELLANEOUS ANTIVIRALS
c00178	SKELETAL MUSCLE RELAXANTS
c00187	MISCELLANEOUS SEX HORMONES
c00193	ANTIMIGRAINE AGENTS
c00194	ANTIGOUT AGENTS
c00198	MISCELLANEOUS ANTIEMETICS
c00204	MISCELLANEOUS ANTICONVULSANTS
c00206	MISCELLANEOUS ANTIPARKINSON AGENTS
c00208	SSRI ANTIDEPRESSANTS
c00209	TRICYCLIC ANTIDEPRESSANTS
c00218	ALTERNATIVE MEDICINES
c00219	NUTRACEUTICAL PRODUCTS
c00220	HERBAL PRODUCTS
c00242	PSYCHOTHERAPEUTIC AGENTS
c00243	LEUKOTRIENE MODIFIERS
c00244	NASAL LUBRICANTS AND IRRIGATIONS
c00245	NASAL STEROIDS
c00248	TOPICAL EMOLLIENTS
c00251	ANTIPSYCHOTICS
c00254	IMMUNOLOGIC AGENTS
c00257	IMMUNOSUPPRESSIVE MONOCLONAL ANTIBODIES
c00266	MISCELLANEOUS GENITOURINARY TRACT AGENTS
c00269	MISCELLANEOUS VAGINAL AGENTS
c00286	MYDRIATICS
c00290	TOPICAL ANTIBIOTICS
c00292	TOPICAL ANTIFUNGALS
c00296	INHALED CORTICOSTEROIDS
c00301	GLUCOCORTICOIDS
c00304	MACROLIDES
c00309	MISCELLANEOUS ANTIDIABETIC AGENTS
c00313	CHOLINESTERASE INHIBITORS
c00320	SMOKING CESSATION AGENTS
c00331	RADIOLOGIC AGENTS
c00333	IODINATED CONTRAST MEDIA
c00338	DIAGNOSTIC RADIOPHARMACEUTICALS
c00355	FUNCTIONAL BOWEL DISORDER AGENTS
c00361	MISCELLANEOUS METABOLIC AGENTS
c00363	PROBIOTICS
c00404	EGFR INHIBITORS
c00424	ESTROGEN RECEPTOR ANTAGONISTS
c00899	PHARMACEUTICAL AID
c07001	ANTIFUNGALS-HERBAL PRODUCTS
c07002	ANTIFUNGALSANTISEPTIC AND GERMICIDES
c07003	URINARY ANTI-INFECTIVES-URINARY ANTISPASMODICS
d00001	ACYCLOVIR
d00002	AMIODARONE
d00003	AMPICILLIN
d00004	ATENOLOL
d00006	CAPTOPRIL
d00007	CEFAZOLIN
d00008	CEFOTAXIME
d00009	CEFTAZIDIME
d00010	CEFTIZOXIME
d00011	CIPROFLOXACIN
d00012	CODEINE
d00013	ENALAPRIL
d00014	GENTAMICIN
d00015	IBUPROFEN
d00016	LABETALOL
d00017	MEPERIDINE
d00018	NADOLOL
d00019	NAPROXEN
d00020	QUINIDINE
d00021	RANITIDINE
d00022	WARFARIN
d00023	ALLOPURINOL
d00024	AZATHIOPRINE
d00026	FENOPROFEN
d00027	HALOPERIDOL
d00028	KETOPROFEN
d00029	NAFCILLIN
d00030	PENTAMIDINE
d00031	PROBENECID
d00032	PROPRANOLOL
d00033	SULINDAC
d00034	ZIDOVUDINE
d00035	CHLOROQUINE
d00036	CYCLOPHOSPHAMIDE
d00037	DOXYCYCLINE
d00038	FLUCYTOSINE
d00039	INDOMETHACIN
d00040	OXAZEPAM
d00041	TETRACYCLINE
d00042	CHLORPROPAMIDE
d00043	CLINDAMYCIN
d00044	CLONIDINE
d00045	DILTIAZEM
d00046	ERYTHROMYCIN
d00047	RIFAMPIN
d00048	VERAPAMIL
d00049	ACETAMINOPHEN
d00050	METHADONE
d00051	NIFEDIPINE
d00052	CEFTRIAXONE
d00053	CEPHRADINE
d00054	TOLMETIN
d00055	CEFOTETAN
d00056	CEFUROXIME
d00057	PIPERACILLIN
d00058	CARBAMAZEPINE
d00059	LIDOCAINE
d00060	METHOTREXATE
d00061	LITHIUM
d00064	CHLORPROMAZINE
d00065	FOSCARNET
d00066	GANCICLOVIR
d00067	AZTREONAM
d00068	ETHAMBUTOL
d00069	TOBRAMYCIN
d00070	FUROSEMIDE
d00071	FLUCONAZOLE
d00072	CEFIXIME
d00073	CEFPROZIL
d00074	CEFOPERAZONE
d00075	PROCAINAMIDE
d00077	AMPHOTERICIN B
d00078	DIDANOSINE
d00079	CYCLOSPORINE
d00080	CEFADROXIL
d00081	CEFACLOR
d00082	IMIPENEM-CILASTATIN
d00083	VALPROIC ACID
d00084	PREDNISOLONE
d00085	RIBAVIRIN
d00086	AMANTADINE
d00087	AMIKACIN
d00088	AMOXICILLIN
d00089	AMOXICILLIN-CLAVULANATE
d00091	AZITHROMYCIN
d00092	CARBENICILLIN
d00094	CEFOXITIN
d00095	CEFPODOXIME
d00096	CEPHALEXIN
d00097	CLARITHROMYCIN
d00098	DAPSONE
d00099	ENOXACIN
d00100	GRISEOFULVIN
d00101	ISONIAZID
d00102	ITRACONAZOLE
d00103	KETOCONAZOLE
d00104	LOMEFLOXACIN
d00105	LORACARBEF
d00106	METHENAMINE
d00108	METRONIDAZOLE
d00109	MEZLOCILLIN
d00110	MINOCYCLINE
d00112	NITROFURANTOIN
d00113	NORFLOXACIN
d00114	OFLOXACIN
d00115	OXACILLIN
d00116	PENICILLIN
d00117	PYRAZINAMIDE
d00118	SULFADIAZINE
d00119	SULFAMETHOXAZOLE
d00120	SULFISOXAZOLE
d00121	TICARCILLIN
d00122	TICARCILLINCLAVULANATE
d00123	TRIMETHOPRIM
d00124	SULFAMETHOXAZOLE-TRIMETHOPRIM
d00125	VANCOMYCIN
d00126	VIDARABINE OPHTHALMIC
d00128	ACEBUTOLOL
d00129	DIAZOXIDE
d00132	HYDRALAZINE
d00133	METHYLDOPA
d00134	METOPROLOL
d00135	MINOXIDIL
d00136	NITROPRUSSIDE
d00137	PINDOLOL
d00138	PRAZOSIN
d00139	TIMOLOL
d00140	CIMETIDINE
d00141	FAMOTIDINE
d00142	THEOPHYLLINE
d00143	PHENYTOIN
d00144	NORTRIPTYLINE
d00145	DESIPRAMINE
d00146	AMITRIPTYLINE
d00147	CHLORAL HYDRATE
d00148	DIAZEPAM
d00149	LORAZEPAM
d00150	COLCHICINE
d00153	DICLOXACILLIN
d00154	MEBENDAZOLE
d00155	MICONAZOLE
d00158	QUINACRINE
d00159	STREPTOMYCIN
d00161	ACETAZOLAMIDE
d00164	ADENOSINE
d00167	ALFENTANIL
d00168	ALPRAZOLAM
d00169	AMILORIDE
d00170	ASPIRIN
d00172	INAMRINONE
d00173	ATRACURIUM
d00174	ATROPINE
d00175	BENZTROPINE
d00176	BETAXOLOL
d00177	BLEOMYCIN
d00178	BROMOCRIPTINE
d00179	BUMETANIDE
d00180	BUPIVACAINE
d00181	BUPROPION
d00182	BUSPIRONE
d00184	CARBIDOPA
d00185	CARBOPLATIN
d00186	CEPHALOTHIN
d00187	CEPHAPIRIN
d00188	CHLORAMBUCIL
d00189	CHLORDIAZEPOXIDE
d00190	CHLOROTHIAZIDE
d00191	CHLORPHENIRAMINE
d00192	CHLORTHALIDONE
d00193	CHOLESTYRAMINE
d00195	CISPLATIN
d00197	CLONAZEPAM
d00198	CLORAZEPATE
d00199	CLOZAPINE
d00200	CROMOLYN
d00201	CYTARABINE
d00202	DACARBAZINE
d00204	DANAZOL
d00205	DAUNORUBICIN
d00206	DEXAMETHASONE
d00207	DEXTROMETHORPHAN
d00208	DIFLUNISAL
d00209	DIGITOXIN
d00210	DIGOXIN
d00211	DIHYDROERGOTAMINE
d00212	DIPHENHYDRAMINE
d00213	DIPYRIDAMOLE
d00214	DISOPYRAMIDE
d00215	DOBUTAMINE
d00216	DOPAMINE
d00217	DOXEPIN
d00218	DOXORUBICIN
d00219	DROPERIDOL
d00220	EDROPHONIUM
d00222	ERGOTAMINE
d00223	EPOETIN ALFA
d00224	ESMOLOL
d00227	ETHOSUXIMIDE
d00230	ETOPOSIDE
d00231	FELODIPINE
d00233	FENTANYL
d00234	FLECAINIDE
d00235	FLUOROURACIL
d00236	FLUOXETINE
d00237	FLUPHENAZINE
d00238	FLURAZEPAM
d00239	FLURBIPROFEN
d00240	FLUTAMIDE
d00241	FOLIC ACID
d00242	FOSINOPRIL
d00245	GEMFIBROZIL
d00246	GLIPIZIDE
d00248	GLYBURIDE
d00250	GOLD SODIUM THIOMALATE
d00251	HALOTHANE
d00252	HEPARIN
d00253	HYDROCHLOROTHIAZIDE
d00254	HYDROCORTISONE
d00255	HYDROMORPHONE
d00257	IFOSFAMIDE
d00259	IMIPRAMINE
d00260	INDAPAMIDE
d00262	INSULIN
d00265	IPRATROPIUM
d00267	ISOFLURANE
d00268	ISOSORBIDE DINITRATE
d00269	ISOSORBIDE MONONITRATE
d00270	ISRADIPINE
d00272	KETAMINE
d00273	KETOROLAC
d00275	LEUCOVORIN
d00276	LEVAMISOLE
d00277	LEVODOPA
d00278	LEVOTHYROXINE
d00279	LINCOMYCIN
d00280	LOVASTATIN
d00282	MANNITOL
d00283	MECLOFENAMATE
d00284	MEDROXYPROGESTERONE
d00285	MEFENAMIC ACID
d00286	MEFLOQUINE
d00287	MELPHALAN
d00288	MEPROBAMATE
d00289	MERCAPTOPURINE
d00290	METHIMAZOLE
d00292	METHSUXIMIDE
d00293	METHYLPREDNISOLONE
d00295	METHYLTESTOSTERONE
d00297	METIPRANOLOL OPHTHALMIC
d00298	METOCLOPRAMIDE
d00299	METOLAZONE
d00300	MEXILETINE
d00301	MIDAZOLAM
d00302	MILRINONE
d00303	MISOPROSTOL
d00305	MITOMYCIN
d00306	MITOXANTRONE
d00307	MORICIZINE
d00308	MORPHINE
d00310	NABUMETONE
d00311	NALOXONE
d00312	NEOMYCIN
d00313	NEOSTIGMINE
d00314	NIACIN
d00315	NICARDIPINE
d00316	NICOTINE
d00318	NIMODIPINE
d00321	NITROGLYCERIN
d00322	NIZATIDINE
d00323	NOREPINEPHRINE
d00325	OMEPRAZOLE
d00328	OXYBUTYNIN
d00329	OXYCODONE
d00330	PANCURONIUM
d00332	PENBUTOLOL
d00333	PENICILLAMINE
d00334	PENTAZOCINE
d00335	PENTOBARBITAL
d00336	PENTOXIFYLLINE
d00337	PHENAZOPYRIDINE
d00340	PHENOBARBITAL
d00342	PHYSOSTIGMINE
d00343	PIROXICAM
d00344	POLYMYXIN B SULFATE
d00345	POTASSIUM CHLORIDE
d00346	POVIDONE IODINE TOPICAL
d00348	PRAVASTATIN
d00350	PREDNISONE
d00351	PRIMAQUINE
d00352	PRIMIDONE
d00353	PROBUCOL
d00354	PROCARBAZINE
d00355	PROCHLORPERAZINE
d00358	PROPAFENONE
d00359	PROPANTHELINE
d00360	PROPOXYPHENE
d00361	PROPYLTHIOURACIL
d00362	PROTAMINE
d00363	PYRIDOSTIGMINE
d00364	PYRIMETHAMINE
d00365	QUINAPRIL
d00366	QUININE
d00367	RESERPINE
d00370	OCTREOTIDE
d00371	SOTALOL
d00373	SPIRONOLACTONE
d00374	STREPTOKINASE
d00376	SUCCINYLCHOLINE
d00377	SUCRALFATE
d00378	SUFENTANIL
d00379	SULFASALAZINE
d00381	TAMOXIFEN
d00384	TEMAZEPAM
d00386	TERAZOSIN
d00387	TERFENADINE
d00388	THIOPENTAL
d00389	THIORIDAZINE
d00391	THIOTHIXENE
d00393	TOLAZAMIDE
d00394	TOLBUTAMIDE
d00395	TRAZODONE
d00396	TRIAMTERENE
d00397	TRIAZOLAM
d00399	VECURONIUM
d00400	VINBLASTINE
d00401	VINCRISTINE
d00402	VITAMIN A
d00405	VITAMIN E
d00409	RIBOFLAVIN
d00412	PYRIDOXINE
d00413	CYANOCOBALAMIN
d00417	BIOFLAVONOIDS
d00425	CALCIUM CARBONATE
d00426	ASCORBIC ACID
d00427	POTASSIUM PHOSPHATE-SODIUM PHOSPHATE
d00428	FLUORIDE
d00434	MANGANESE SULFATE
d00438	SODIUM CHLORIDE
d00439	CITRIC ACID-POTASSIUM CITRATE
d00440	SODIUM BICARBONATE
d00468	MAGNESIUM SULFATE
d00471	SODIUM ACETATE
d00472	TROMETHAMINE
d00475	SODIUM PHOSPHATE
d00485	IODINE TOPICAL
d00488	LYSINE
d00491	LEVOCARNITINE
d00492	CHOLINE SALICYLATE
d00496	INOSITOL
d00497	OMEGA-3 POLYUNSATURATED FATTY ACIDS
d00512	FILGRASTIM
d00513	SARGRAMOSTIM
d00514	TICLOPIDINE
d00521	ALTEPLASE
d00524	ANTITHROMBIN III
d00525	ANTIHEMOPHILIC FACTOR (OBSOLETE)
d00527	FACTOR IX COMPLEX (OBSOLETE)
d00528	AMINOCAPROIC ACID
d00529	TRANEXAMIC ACID
d00534	ESTRONE
d00537	ESTRADIOL
d00541	CONJUGATED ESTROGENS
d00543	ESTROPIPATE
d00546	DIETHYLSTILBESTROL
d00550	PROGESTERONE
d00554	HYDROXYPROGESTERONE
d00555	NORETHINDRONE
d00557	LEVONORGESTREL
d00558	TESTOSTERONE
d00562	FLUOXYMESTERONE
d00563	FINASTERIDE
d00566	OXANDROLONE
d00568	NANDROLONE
d00569	CLOMIPHENE
d00570	UROFOLLITROPIN
d00571	MENOTROPINS
d00572	CHORIONIC GONADOTROPIN (HCG)
d00573	GONADORELIN
d00574	NAFARELIN
d00575	HISTRELIN
d00576	SOMATREM
d00577	SOMATROPIN
d00578	ARGININE
d00583	DESMOPRESSIN
d00584	OXYTOCIN
d00586	ERGONOVINE
d00587	METHYLERGONOVINE
d00588	CARBOPROST
d00589	DINOPROSTONE TOPICAL
d00592	METYRAPONE
d00593	GLUCAGON
d00595	GLUCOSE
d00596	ALGLUCERASE
d00598	CALCITONIN
d00599	ETIDRONATE
d00601	PAMIDRONATE
d00603	RITODRINE
d00604	CORTICOTROPIN
d00607	COSYNTROPIN
d00608	FLUDROCORTISONE
d00609	CORTISONE
d00620	TRIAMCINOLONE
d00626	DEXAMETHASONE TOPICAL
d00628	BETAMETHASONE
d00640	METHAZOLAMIDE
d00643	METHYCLOTHIAZIDE
d00645	HYDROFLUMETHIAZIDE
d00646	TRICHLORMETHIAZIDE
d00649	ETHACRYNIC ACID
d00651	UREA TOPICAL
d00652	GLYCERIN
d00653	ISOSORBIDE
d00655	THYROID DESICCATED
d00658	LIOTHYRONINE
d00659	LIOTRIX
d00666	AMYL NITRITE
d00683	LIDOCAINE TOPICAL
d00688	BEPRIDIL
d00689	AMLODIPINE
d00695	PAPAVERINE
d00697	ISOPROTERENOL
d00699	EPINEPHRINE
d00700	EPHEDRINE
d00704	PHENYLEPHRINE
d00708	CARTEOLOL
d00709	BISOPROLOL
d00717	GUANFACINE
d00726	DOXAZOSIN
d00728	RAMIPRIL
d00730	BENAZEPRIL
d00732	LISINOPRIL
d00733	PHENTOLAMINE
d00734	PHENOXYBENZAMINE
d00735	METYROSINE
d00738	TRIMETHAPHAN CAMSYLATE
d00741	TOLAZOLINE
d00742	EDETATE DISODIUM
d00743	SODIUM POLYSTYRENE SULFONATE
d00744	COLESTIPOL
d00746	SIMVASTATIN
d00749	ALBUTEROL
d00750	METAPROTERENOL
d00752	TERBUTALINE
d00755	PIRBUTEROL
d00758	AMINOPHYLLINE
d00759	DYPHYLLINE
d00760	BECLOMETHASONE
d00761	FLUNISOLIDE
d00762	ACETYLCYSTEINE
d00767	PHENYLPROPANOLAMINE
d00769	PSEUDOEPHEDRINE
d00771	NAPHAZOLINE OPHTHALMIC
d00772	OXYMETAZOLINE NASAL
d00773	TETRAHYDROZOLINE OPHTHALMIC
d00774	XYLOMETAZOLINE NASAL
d00775	ALPHA 1-PROTEINASE INHIBITOR
d00777	BERACTANT
d00780	CLEMASTINE
d00782	PYRILAMINE
d00785	BROMPHENIRAMINE
d00786	TRIPROLIDINE
d00787	PROMETHAZINE
d00788	TRIMEPRAZINE
d00790	CYPROHEPTADINE
d00791	AZATADINE
d00794	ASTEMIZOLE
d00796	BENZONATATE
d00797	GUAIFENESIN
d00799	IODINATED GLYCEROL
d00800	POTASSIUM IODIDE
d00801	CAFFEINE
d00803	AMPHETAMINE
d00804	DEXTROAMPHETAMINE
d00805	METHAMPHETAMINE
d00806	PHENTERMINE
d00807	BENZPHETAMINE
d00809	PHENDIMETRAZINE
d00810	DIETHYLPROPION
d00811	MAZINDOL
d00813	BENZOCAINE TOPICAL
d00817	HYDROXYCHLOROQUINE
d00824	OPIUM
d00825	LEVORPHANOL
d00833	OXYMORPHONE
d00838	BUTORPHANOL
d00839	NALBUPHINE
d00840	BUPRENORPHINE
d00842	SALSALATE
d00843	SODIUM SALICYLATE
d00844	SODIUM THIOSALICYLATE
d00846	MAGNESIUM SALICYLATE
d00848	DICLOFENAC
d00851	ETODOLAC
d00853	OXAPROZIN
d00855	PERPHENAZINE
d00858	CYCLIZINE
